date,region,issuer,merchant_category,device_segment,attempts,successful_transactions,failed_transactions,gmv_cny,is_anomaly_window,is_synthetic
2025-01-11,West China,Issuer C,Grocery,Older phone,93,87,6,3861.69,0,1
2025-01-11,West China,Issuer C,Grocery,Watch,93,88,5,3901.13,0,1
2025-01-11,West China,Issuer C,Digital,Recent phone,96,93,3,4726.76,0,1
2025-01-11,West China,Issuer C,Digital,Older phone,97,92,5,4911.6,0,1
2025-01-11,West China,Issuer C,Digital,Watch,91,86,5,4374.7,0,1
2025-01-11,West China,Issuer D,Retail,Recent phone,83,80,3,1913.79,0,1
2025-01-11,West China,Issuer D,Retail,Older phone,77,73,4,1648.84,0,1
2025-01-11,West China,Issuer D,Retail,Watch,76,72,4,1773.81,0,1
2025-01-11,West China,Issuer D,Dining,Recent phone,85,80,5,2369.46,0,1
2025-01-11,West China,Issuer D,Dining,Older phone,90,86,4,2647.12,0,1
2025-01-11,West China,Issuer D,Dining,Watch,81,76,5,2378.46,0,1
2025-01-11,West China,Issuer D,Transit,Recent phone,105,98,7,3707.49,0,1
2025-01-11,West China,Issuer D,Transit,Older phone,84,79,5,3022.24,0,1
2025-01-11,West China,Issuer D,Transit,Watch,82,76,6,2802.99,0,1
2025-01-11,West China,Issuer D,Grocery,Recent phone,95,92,3,4017.49,0,1
2025-01-11,West China,Issuer D,Grocery,Older phone,91,85,6,3951.51,0,1
2025-01-11,West China,Issuer D,Grocery,Watch,82,77,5,3429.06,0,1
2025-01-11,West China,Issuer D,Digital,Recent phone,110,102,8,5224.07,0,1
2025-01-11,West China,Issuer D,Digital,Older phone,98,92,6,4858.82,0,1
2025-01-11,West China,Issuer D,Digital,Watch,92,88,4,4735.14,0,1
2025-01-12,East China,Issuer A,Retail,Recent phone,56,55,1,882.02,0,1
2025-01-12,East China,Issuer A,Retail,Older phone,56,54,2,978.22,0,1
2025-01-12,East China,Issuer A,Retail,Watch,42,41,1,734.59,0,1
2025-01-12,East China,Issuer A,Dining,Recent phone,63,60,3,1552.03,0,1
2025-01-12,East China,Issuer A,Dining,Older phone,49,47,2,1155.87,0,1
2025-01-12,East China,Issuer A,Dining,Watch,48,45,3,1046.38,0,1
2025-01-12,East China,Issuer A,Transit,Recent phone,74,71,3,2153.7,0,1
2025-01-12,East China,Issuer A,Transit,Older phone,62,60,2,1807.35,0,1
2025-01-12,East China,Issuer A,Transit,Watch,56,54,2,1670.72,0,1
2025-01-12,East China,Issuer A,Grocery,Recent phone,68,67,1,2541.51,0,1
2025-01-12,East China,Issuer A,Grocery,Older phone,64,60,4,2355.97,0,1
2025-01-12,East China,Issuer A,Grocery,Watch,63,61,2,2294.15,0,1
2025-01-12,East China,Issuer A,Digital,Recent phone,80,77,3,3390.05,0,1
2025-01-12,East China,Issuer A,Digital,Older phone,68,65,3,2987.44,0,1
2025-01-12,East China,Issuer A,Digital,Watch,63,60,3,2670.82,0,1
2025-01-12,East China,Issuer B,Retail,Recent phone,59,57,2,951.38,0,1
2025-01-12,East China,Issuer B,Retail,Older phone,59,56,3,946.31,0,1
2025-01-12,East China,Issuer B,Retail,Watch,42,38,4,633.49,0,1
2025-01-12,East China,Issuer B,Dining,Recent phone,59,57,2,1384.78,0,1
2025-01-12,East China,Issuer B,Dining,Older phone,62,59,3,1592.34,0,1
2025-01-12,East China,Issuer B,Dining,Watch,54,51,3,1263.9,0,1
2025-01-12,East China,Issuer B,Transit,Recent phone,73,69,4,2116.15,0,1
2025-01-12,East China,Issuer B,Transit,Older phone,56,54,2,1778.37,0,1
2025-01-12,East China,Issuer B,Transit,Watch,51,48,3,1621.87,0,1
2025-01-12,East China,Issuer B,Grocery,Recent phone,79,76,3,2977.72,0,1
2025-01-12,East China,Issuer B,Grocery,Older phone,58,55,3,2117.41,0,1
2025-01-12,East China,Issuer B,Grocery,Watch,55,52,3,1949.06,0,1
2025-01-12,East China,Issuer B,Digital,Recent phone,83,81,2,3737.58,0,1
2025-01-12,East China,Issuer B,Digital,Older phone,80,76,4,3450.34,0,1
2025-01-12,East China,Issuer B,Digital,Watch,60,60,0,2685.45,0,1
2025-01-12,East China,Issuer C,Retail,Recent phone,59,55,4,1084.55,0,1
2025-01-12,East China,Issuer C,Retail,Older phone,48,45,3,744.96,0,1
2025-01-12,East China,Issuer C,Retail,Watch,50,48,2,954.35,0,1
2025-01-12,East China,Issuer C,Dining,Recent phone,68,66,2,1578.64,0,1
2025-01-12,East China,Issuer C,Dining,Older phone,53,52,1,1315.3,0,1
2025-01-12,East China,Issuer C,Dining,Watch,48,45,3,1041.83,0,1
2025-01-12,East China,Issuer C,Transit,Recent phone,68,67,1,2129.61,0,1
2025-01-12,East China,Issuer C,Transit,Older phone,68,66,2,2207.79,0,1
2025-01-12,East China,Issuer C,Transit,Watch,49,47,2,1594.23,0,1
2025-01-12,East China,Issuer C,Grocery,Recent phone,75,72,3,2886.99,0,1
2025-01-12,East China,Issuer C,Grocery,Older phone,71,69,2,2723.59,0,1
2025-01-12,East China,Issuer C,Grocery,Watch,59,56,3,2235.98,0,1
2025-01-12,East China,Issuer C,Digital,Recent phone,78,75,3,3456.05,0,1
2025-01-12,East China,Issuer C,Digital,Older phone,79,74,5,3385.43,0,1
2025-01-12,East China,Issuer C,Digital,Watch,64,62,2,2818.05,0,1
2025-01-12,East China,Issuer D,Retail,Recent phone,47,47,0,933.63,0,1
2025-01-12,East China,Issuer D,Retail,Older phone,50,49,1,973.04,0,1
2025-01-12,East China,Issuer D,Retail,Watch,41,39,2,728.85,0,1
2025-01-12,East China,Issuer D,Dining,Recent phone,60,59,1,1358.95,0,1
2025-01-12,East China,Issuer D,Dining,Older phone,52,52,0,1241.9,0,1
2025-01-12,East China,Issuer D,Dining,Watch,55,54,1,1435.58,0,1
2025-01-12,East China,Issuer D,Transit,Recent phone,71,69,2,2160.64,0,1
2025-01-12,East China,Issuer D,Transit,Older phone,62,60,2,2006.32,0,1
2025-01-12,East China,Issuer D,Transit,Watch,62,58,4,1963.26,0,1
2025-01-12,East China,Issuer D,Grocery,Recent phone,78,76,2,2860.55,0,1
2025-01-12,East China,Issuer D,Grocery,Older phone,70,68,2,2699.21,0,1
2025-01-12,East China,Issuer D,Grocery,Watch,56,55,1,2058.21,0,1
2025-01-12,East China,Issuer D,Digital,Recent phone,83,80,3,3674.17,0,1
2025-01-12,East China,Issuer D,Digital,Older phone,70,68,2,3045.14,0,1
2025-01-12,East China,Issuer D,Digital,Watch,71,68,3,3213.83,0,1
2025-01-12,North China,Issuer A,Retail,Recent phone,65,62,3,1274.3,0,1
2025-01-12,North China,Issuer A,Retail,Older phone,62,59,3,1068.14,0,1
2025-01-12,North China,Issuer A,Retail,Watch,56,51,5,1018.84,0,1
2025-01-12,North China,Issuer A,Dining,Recent phone,75,72,3,2036.22,0,1
2025-01-12,North China,Issuer A,Dining,Older phone,70,67,3,1844.25,0,1
2025-01-12,North China,Issuer A,Dining,Watch,64,61,3,1566.06,0,1
2025-01-12,North China,Issuer A,Transit,Recent phone,77,75,2,2687.6,0,1
2025-01-12,North China,Issuer A,Transit,Older phone,69,65,4,2132.56,0,1
2025-01-12,North China,Issuer A,Transit,Watch,69,66,3,2163.01,0,1
2025-01-12,North China,Issuer A,Grocery,Recent phone,74,72,2,2810.18,0,1
2025-01-12,North China,Issuer A,Grocery,Older phone,82,77,5,3183.97,0,1
2025-01-12,North China,Issuer A,Grocery,Watch,65,62,3,2564.66,0,1
2025-01-12,North China,Issuer A,Digital,Recent phone,87,83,4,3976.02,0,1
2025-01-12,North China,Issuer A,Digital,Older phone,88,84,4,4096.48,0,1
2025-01-12,North China,Issuer A,Digital,Watch,81,76,5,3607.84,0,1
2025-01-12,North China,Issuer B,Retail,Recent phone,66,65,1,1274.65,0,1
2025-01-12,North China,Issuer B,Retail,Older phone,58,56,2,1182.0,0,1
2025-01-12,North China,Issuer B,Retail,Watch,52,50,2,1085.09,0,1
2025-01-12,North China,Issuer B,Dining,Recent phone,85,81,4,2045.44,0,1
2025-01-12,North China,Issuer B,Dining,Older phone,72,68,4,1863.41,0,1
2025-01-12,North China,Issuer B,Dining,Watch,58,54,4,1554.83,0,1
2025-01-12,North China,Issuer B,Transit,Recent phone,72,69,3,2216.02,0,1
2025-01-12,North China,Issuer B,Transit,Older phone,63,62,1,2159.41,0,1
2025-01-12,North China,Issuer B,Transit,Watch,56,53,3,1820.42,0,1
2025-01-12,North China,Issuer B,Grocery,Recent phone,84,79,5,3242.39,0,1
2025-01-12,North China,Issuer B,Grocery,Older phone,74,69,5,2756.41,0,1
2025-01-12,North China,Issuer B,Grocery,Watch,62,58,4,2272.66,0,1
2025-01-12,North China,Issuer B,Digital,Recent phone,78,75,3,3536.46,0,1
2025-01-12,North China,Issuer B,Digital,Older phone,90,86,4,3981.72,0,1
2025-01-12,North China,Issuer B,Digital,Watch,80,76,4,3758.11,0,1
2025-01-12,North China,Issuer C,Retail,Recent phone,81,79,2,1523.42,0,1
2025-01-12,North China,Issuer C,Retail,Older phone,57,53,4,1125.06,0,1
2025-01-12,North China,Issuer C,Retail,Watch,41,39,2,816.09,0,1
2025-01-12,North China,Issuer C,Dining,Recent phone,61,59,2,1491.79,0,1
2025-01-12,North China,Issuer C,Dining,Older phone,65,62,3,1560.35,0,1
2025-01-12,North China,Issuer C,Dining,Watch,58,56,2,1410.9,0,1
2025-01-12,North China,Issuer C,Transit,Recent phone,81,78,3,2575.98,0,1
2025-01-12,North China,Issuer C,Transit,Older phone,69,63,6,2186.7,0,1
2025-01-12,North China,Issuer C,Transit,Watch,71,69,2,2231.17,0,1
2025-01-12,North China,Issuer C,Grocery,Recent phone,90,88,2,3656.51,0,1
2025-01-12,North China,Issuer C,Grocery,Older phone,82,80,2,3254.5,0,1
2025-01-12,North China,Issuer C,Grocery,Watch,67,63,4,2559.57,0,1
2025-01-12,North China,Issuer C,Digital,Recent phone,86,83,3,4054.61,0,1
2025-01-12,North China,Issuer C,Digital,Older phone,74,69,5,3177.35,0,1
2025-01-12,North China,Issuer C,Digital,Watch,76,72,4,3444.17,0,1
2025-01-12,North China,Issuer D,Retail,Recent phone,60,58,2,1092.01,0,1
2025-01-12,North China,Issuer D,Retail,Older phone,59,57,2,1115.02,0,1
2025-01-12,North China,Issuer D,Retail,Watch,55,51,4,1020.35,0,1
2025-01-12,North China,Issuer D,Dining,Recent phone,67,66,1,1861.52,0,1
2025-01-12,North China,Issuer D,Dining,Older phone,62,59,3,1661.17,0,1
2025-01-12,North China,Issuer D,Dining,Watch,56,52,4,1422.55,0,1
2025-01-12,North China,Issuer D,Transit,Recent phone,78,74,4,2513.71,0,1
2025-01-12,North China,Issuer D,Transit,Older phone,68,66,2,2316.72,0,1
2025-01-12,North China,Issuer D,Transit,Watch,64,61,3,2157.3,0,1
2025-01-12,North China,Issuer D,Grocery,Recent phone,84,80,4,3165.58,0,1
2025-01-12,North China,Issuer D,Grocery,Older phone,81,79,2,3156.98,0,1
2025-01-12,North China,Issuer D,Grocery,Watch,69,65,4,2612.9,0,1
2025-01-12,North China,Issuer D,Digital,Recent phone,96,90,6,4145.64,0,1
2025-01-12,North China,Issuer D,Digital,Older phone,86,81,5,3756.7,0,1
2025-01-12,North China,Issuer D,Digital,Watch,62,60,2,2811.22,0,1
2025-01-12,South China,Issuer A,Retail,Recent phone,67,65,2,1451.51,0,1
2025-01-12,South China,Issuer A,Retail,Older phone,66,64,2,1389.46,0,1
2025-01-12,South China,Issuer A,Retail,Watch,68,66,2,1532.08,0,1
2025-01-12,South China,Issuer A,Dining,Recent phone,83,80,3,2399.3,0,1
2025-01-12,South China,Issuer A,Dining,Older phone,73,70,3,2106.96,0,1
2025-01-12,South China,Issuer A,Dining,Watch,61,60,1,1778.57,0,1
2025-01-12,South China,Issuer A,Transit,Recent phone,86,82,4,3050.25,0,1
2025-01-12,South China,Issuer A,Transit,Older phone,77,73,4,2629.09,0,1
2025-01-12,South China,Issuer A,Transit,Watch,75,70,5,2526.97,0,1
2025-01-12,South China,Issuer A,Grocery,Recent phone,90,88,2,3738.48,0,1
2025-01-12,South China,Issuer A,Grocery,Older phone,80,75,5,3292.72,0,1
2025-01-12,South China,Issuer A,Grocery,Watch,79,76,3,3196.87,0,1
2025-01-12,South China,Issuer A,Digital,Recent phone,88,84,4,4077.36,0,1
2025-01-12,South China,Issuer A,Digital,Older phone,87,84,3,4050.68,0,1
2025-01-12,South China,Issuer A,Digital,Watch,80,78,2,3769.2,0,1
2025-01-12,South China,Issuer B,Retail,Recent phone,71,69,2,1600.85,0,1
2025-01-12,South China,Issuer B,Retail,Older phone,71,68,3,1595.37,0,1
2025-01-12,South China,Issuer B,Retail,Watch,57,54,3,1182.47,0,1
2025-01-12,South China,Issuer B,Dining,Recent phone,79,76,3,2147.17,0,1
2025-01-12,South China,Issuer B,Dining,Older phone,76,71,5,2200.35,0,1
2025-01-12,South China,Issuer B,Dining,Watch,72,68,4,1932.11,0,1
2025-01-12,South China,Issuer B,Transit,Recent phone,92,88,4,3004.55,0,1
2025-01-12,South China,Issuer B,Transit,Older phone,77,72,5,2490.52,0,1
2025-01-12,South China,Issuer B,Transit,Watch,70,66,4,2428.81,0,1
2025-01-12,South China,Issuer B,Grocery,Recent phone,96,93,3,3994.35,0,1
2025-01-12,South China,Issuer B,Grocery,Older phone,79,75,4,3154.39,0,1
2025-01-12,South China,Issuer B,Grocery,Watch,79,74,5,3280.56,0,1
2025-01-12,South China,Issuer B,Digital,Recent phone,100,95,5,4895.1,0,1
2025-01-12,South China,Issuer B,Digital,Older phone,94,89,5,4279.0,0,1
2025-01-12,South China,Issuer B,Digital,Watch,85,80,5,3926.41,0,1
2025-01-12,South China,Issuer C,Retail,Recent phone,78,74,4,1502.79,0,1
2025-01-12,South China,Issuer C,Retail,Older phone,68,65,3,1303.21,0,1
2025-01-12,South China,Issuer C,Retail,Watch,55,53,2,1271.11,0,1
2025-01-12,South China,Issuer C,Dining,Recent phone,83,80,3,2460.13,0,1
2025-01-12,South China,Issuer C,Dining,Older phone,77,73,4,2015.14,0,1
2025-01-12,South China,Issuer C,Dining,Watch,69,65,4,1764.87,0,1
2025-01-12,South China,Issuer C,Transit,Recent phone,78,74,4,2522.74,0,1
2025-01-12,South China,Issuer C,Transit,Older phone,81,76,5,2722.17,0,1
2025-01-12,South China,Issuer C,Transit,Watch,67,62,5,2341.8,0,1
2025-01-12,South China,Issuer C,Grocery,Recent phone,90,86,4,3782.25,0,1
2025-01-12,South China,Issuer C,Grocery,Older phone,89,85,4,3631.53,0,1
2025-01-12,South China,Issuer C,Grocery,Watch,77,73,4,3044.12,0,1
2025-01-12,South China,Issuer C,Digital,Recent phone,100,97,3,5027.0,0,1
2025-01-12,South China,Issuer C,Digital,Older phone,89,83,6,4000.59,0,1
2025-01-12,South China,Issuer C,Digital,Watch,88,85,3,4182.97,0,1
2025-01-12,South China,Issuer D,Retail,Recent phone,67,64,3,1511.33,0,1
2025-01-12,South China,Issuer D,Retail,Older phone,66,62,4,1310.95,0,1
2025-01-12,South China,Issuer D,Retail,Watch,62,59,3,1373.4,0,1
2025-01-12,South China,Issuer D,Dining,Recent phone,82,77,5,2297.79,0,1
2025-01-12,South China,Issuer D,Dining,Older phone,74,69,5,1875.5,0,1
2025-01-12,South China,Issuer D,Dining,Watch,68,63,5,1763.29,0,1
2025-01-12,South China,Issuer D,Transit,Recent phone,77,74,3,2733.47,0,1
2025-01-12,South China,Issuer D,Transit,Older phone,89,84,5,2903.7,0,1
2025-01-12,South China,Issuer D,Transit,Watch,74,71,3,2592.24,0,1
2025-01-12,South China,Issuer D,Grocery,Recent phone,95,89,6,3698.71,0,1
2025-01-12,South China,Issuer D,Grocery,Older phone,87,83,4,3531.2,0,1
2025-01-12,South China,Issuer D,Grocery,Watch,76,73,3,3279.92,0,1
2025-01-12,South China,Issuer D,Digital,Recent phone,99,95,4,4655.71,0,1
2025-01-12,South China,Issuer D,Digital,Older phone,87,83,4,4008.62,0,1
2025-01-12,South China,Issuer D,Digital,Watch,82,76,6,3704.79,0,1
2025-01-12,West China,Issuer A,Retail,Recent phone,84,80,4,1893.13,0,1
2025-01-12,West China,Issuer A,Retail,Older phone,74,71,3,1604.56,0,1
2025-01-12,West China,Issuer A,Retail,Watch,74,70,4,1684.5,0,1
2025-01-12,West China,Issuer A,Dining,Recent phone,92,88,4,2721.84,0,1
2025-01-12,West China,Issuer A,Dining,Older phone,92,87,5,2732.32,0,1
2025-01-12,West China,Issuer A,Dining,Watch,78,74,4,2383.6,0,1
2025-01-12,West China,Issuer A,Transit,Recent phone,94,90,4,3333.46,0,1
2025-01-12,West China,Issuer A,Transit,Older phone,87,83,4,3068.37,0,1
2025-01-12,West China,Issuer A,Transit,Watch,79,75,4,2873.17,0,1
2025-01-12,West China,Issuer A,Grocery,Recent phone,100,96,4,4232.44,0,1
2025-01-12,West China,Issuer A,Grocery,Older phone,94,89,5,4135.59,0,1
2025-01-12,West China,Issuer A,Grocery,Watch,82,76,6,3291.76,0,1
2025-01-12,West China,Issuer A,Digital,Recent phone,98,94,4,4993.34,0,1
2025-01-12,West China,Issuer A,Digital,Older phone,98,93,5,4814.6,0,1
2025-01-12,West China,Issuer A,Digital,Watch,94,91,3,4904.88,0,1
2025-01-12,West China,Issuer B,Retail,Recent phone,81,78,3,1847.3,0,1
2025-01-12,West China,Issuer B,Retail,Older phone,73,70,3,1734.16,0,1
2025-01-12,West China,Issuer B,Retail,Watch,65,61,4,1435.9,0,1
2025-01-12,West China,Issuer B,Dining,Recent phone,97,93,4,2961.61,0,1
2025-01-12,West China,Issuer B,Dining,Older phone,93,90,3,2958.55,0,1
2025-01-12,West China,Issuer B,Dining,Watch,76,73,3,2153.55,0,1
2025-01-12,West China,Issuer B,Transit,Recent phone,98,93,5,3433.32,0,1
2025-01-12,West China,Issuer B,Transit,Older phone,91,86,5,3389.96,0,1
2025-01-12,West China,Issuer B,Transit,Watch,78,75,3,2934.56,0,1
2025-01-12,West China,Issuer B,Grocery,Recent phone,96,94,2,4343.35,0,1
2025-01-12,West China,Issuer B,Grocery,Older phone,102,98,4,4592.86,0,1
2025-01-12,West China,Issuer B,Grocery,Watch,86,82,4,3831.19,0,1
2025-01-12,West China,Issuer B,Digital,Recent phone,109,106,3,5508.5,0,1
2025-01-12,West China,Issuer B,Digital,Older phone,94,89,5,4619.05,0,1
2025-01-12,West China,Issuer B,Digital,Watch,85,81,4,4257.82,0,1
2025-01-12,West China,Issuer C,Retail,Recent phone,83,80,3,1909.26,0,1
2025-01-12,West China,Issuer C,Retail,Older phone,81,76,5,1918.65,0,1
2025-01-12,West China,Issuer C,Retail,Watch,68,66,2,1475.25,0,1
2025-01-12,West China,Issuer C,Dining,Recent phone,83,79,4,2517.07,0,1
2025-01-12,West China,Issuer C,Dining,Older phone,84,81,3,2536.68,0,1
2025-01-12,West China,Issuer C,Dining,Watch,70,65,5,1906.15,0,1
2025-01-12,West China,Issuer C,Transit,Recent phone,97,92,5,3317.98,0,1
2025-01-12,West China,Issuer C,Transit,Older phone,77,72,5,2763.55,0,1
2025-01-12,West China,Issuer C,Transit,Watch,68,63,5,2323.32,0,1
2025-01-12,West China,Issuer C,Grocery,Recent phone,105,101,4,4393.95,0,1
2025-01-12,West China,Issuer C,Grocery,Older phone,94,88,6,3948.97,0,1
2025-01-12,West China,Issuer C,Grocery,Watch,83,78,5,3514.89,0,1
2025-01-12,West China,Issuer C,Digital,Recent phone,98,93,5,4747.68,0,1
2025-01-12,West China,Issuer C,Digital,Older phone,96,92,4,4720.52,0,1
2025-01-12,West China,Issuer C,Digital,Watch,91,86,5,4488.19,0,1
2025-01-12,West China,Issuer D,Retail,Recent phone,83,78,5,1984.12,0,1
2025-01-12,West China,Issuer D,Retail,Older phone,82,78,4,1939.68,0,1
2025-01-12,West China,Issuer D,Retail,Watch,75,71,4,1740.86,0,1
2025-01-12,West China,Issuer D,Dining,Recent phone,96,92,4,3033.42,0,1
2025-01-12,West China,Issuer D,Dining,Older phone,81,76,5,2344.55,0,1
2025-01-12,West China,Issuer D,Dining,Watch,79,75,4,2234.88,0,1
2025-01-12,West China,Issuer D,Transit,Recent phone,98,94,4,3646.05,0,1
2025-01-12,West China,Issuer D,Transit,Older phone,91,86,5,3420.16,0,1
2025-01-12,West China,Issuer D,Transit,Watch,76,72,4,2754.82,0,1
2025-01-12,West China,Issuer D,Grocery,Recent phone,104,99,5,4291.81,0,1
2025-01-12,West China,Issuer D,Grocery,Older phone,91,86,5,3715.29,0,1
2025-01-12,West China,Issuer D,Grocery,Watch,89,85,4,3989.28,0,1
2025-01-12,West China,Issuer D,Digital,Recent phone,105,100,5,5364.26,0,1
2025-01-12,West China,Issuer D,Digital,Older phone,109,103,6,5231.12,0,1
2025-01-12,West China,Issuer D,Digital,Watch,87,83,4,4319.64,0,1
2025-01-13,East China,Issuer A,Retail,Recent phone,44,42,2,822.25,0,1
2025-01-13,East China,Issuer A,Retail,Older phone,45,43,2,800.03,0,1
2025-01-13,East China,Issuer A,Retail,Watch,37,34,3,670.34,0,1
2025-01-13,East China,Issuer A,Dining,Recent phone,57,54,3,1391.17,0,1
2025-01-13,East China,Issuer A,Dining,Older phone,49,46,3,1098.7,0,1
2025-01-13,East China,Issuer A,Dining,Watch,47,45,2,1045.47,0,1
2025-01-13,East China,Issuer A,Transit,Recent phone,70,67,3,2082.82,0,1
2025-01-13,East China,Issuer A,Transit,Older phone,48,44,4,1387.81,0,1
2025-01-13,East China,Issuer A,Transit,Watch,56,53,3,1637.09,0,1
2025-01-13,East China,Issuer A,Grocery,Recent phone,59,56,3,2072.98,0,1
2025-01-13,East China,Issuer A,Grocery,Older phone,60,57,3,2252.44,0,1
2025-01-13,East China,Issuer A,Grocery,Watch,52,50,2,1975.15,0,1
2025-01-13,East China,Issuer A,Digital,Recent phone,79,76,3,3379.49,0,1
2025-01-13,East China,Issuer A,Digital,Older phone,68,64,4,3054.36,0,1
2025-01-13,East China,Issuer A,Digital,Watch,58,56,2,2508.43,0,1
2025-01-13,East China,Issuer B,Retail,Recent phone,57,55,2,998.26,0,1
2025-01-13,East China,Issuer B,Retail,Older phone,49,47,2,765.55,0,1
2025-01-13,East China,Issuer B,Retail,Watch,31,30,1,518.37,0,1
2025-01-13,East China,Issuer B,Dining,Recent phone,57,54,3,1351.25,0,1
2025-01-13,East China,Issuer B,Dining,Older phone,51,48,3,1177.27,0,1
2025-01-13,East China,Issuer B,Dining,Watch,42,40,2,934.11,0,1
2025-01-13,East China,Issuer B,Transit,Recent phone,63,58,5,1855.94,0,1
2025-01-13,East China,Issuer B,Transit,Older phone,48,47,1,1440.14,0,1
2025-01-13,East China,Issuer B,Transit,Watch,49,46,3,1389.4,0,1
2025-01-13,East China,Issuer B,Grocery,Recent phone,70,69,1,2719.52,0,1
2025-01-13,East China,Issuer B,Grocery,Older phone,55,52,3,2035.59,0,1
2025-01-13,East China,Issuer B,Grocery,Watch,51,47,4,1908.47,0,1
2025-01-13,East China,Issuer B,Digital,Recent phone,82,79,3,3479.49,0,1
2025-01-13,East China,Issuer B,Digital,Older phone,53,50,3,2303.0,0,1
2025-01-13,East China,Issuer B,Digital,Watch,64,60,4,2642.0,0,1
2025-01-13,East China,Issuer C,Retail,Recent phone,55,52,3,833.0,0,1
2025-01-13,East China,Issuer C,Retail,Older phone,44,41,3,697.54,0,1
2025-01-13,East China,Issuer C,Retail,Watch,45,43,2,820.11,0,1
2025-01-13,East China,Issuer C,Dining,Recent phone,56,55,1,1270.95,0,1
2025-01-13,East China,Issuer C,Dining,Older phone,44,42,2,1117.97,0,1
2025-01-13,East China,Issuer C,Dining,Watch,49,47,2,1195.01,0,1
2025-01-13,East China,Issuer C,Transit,Recent phone,64,61,3,2057.31,0,1
2025-01-13,East China,Issuer C,Transit,Older phone,63,59,4,1853.54,0,1
2025-01-13,East China,Issuer C,Transit,Watch,46,46,0,1550.8,0,1
2025-01-13,East China,Issuer C,Grocery,Recent phone,63,61,2,2440.83,0,1
2025-01-13,East China,Issuer C,Grocery,Older phone,71,69,2,2691.55,0,1
2025-01-13,East China,Issuer C,Grocery,Watch,62,60,2,2373.56,0,1
2025-01-13,East China,Issuer C,Digital,Recent phone,69,67,2,3215.68,0,1
2025-01-13,East China,Issuer C,Digital,Older phone,68,65,3,2873.45,0,1
2025-01-13,East China,Issuer C,Digital,Watch,54,53,1,2537.19,0,1
2025-01-13,East China,Issuer D,Retail,Recent phone,51,49,2,790.42,0,1
2025-01-13,East China,Issuer D,Retail,Older phone,51,49,2,969.85,0,1
2025-01-13,East China,Issuer D,Retail,Watch,39,36,3,704.07,0,1
2025-01-13,East China,Issuer D,Dining,Recent phone,62,62,0,1628.74,0,1
2025-01-13,East China,Issuer D,Dining,Older phone,51,50,1,1242.72,0,1
2025-01-13,East China,Issuer D,Dining,Watch,44,40,4,921.47,0,1
2025-01-13,East China,Issuer D,Transit,Recent phone,66,62,4,1949.01,0,1
2025-01-13,East China,Issuer D,Transit,Older phone,57,53,4,1617.82,0,1
2025-01-13,East China,Issuer D,Transit,Watch,45,43,2,1369.37,0,1
2025-01-13,East China,Issuer D,Grocery,Recent phone,70,67,3,2482.65,0,1
2025-01-13,East China,Issuer D,Grocery,Older phone,63,61,2,2375.9,0,1
2025-01-13,East China,Issuer D,Grocery,Watch,58,54,4,2185.93,0,1
2025-01-13,East China,Issuer D,Digital,Recent phone,80,76,4,3451.6,0,1
2025-01-13,East China,Issuer D,Digital,Older phone,67,64,3,2912.23,0,1
2025-01-13,East China,Issuer D,Digital,Watch,58,53,5,2542.51,0,1
2025-01-13,North China,Issuer A,Retail,Recent phone,54,52,2,1033.05,0,1
2025-01-13,North China,Issuer A,Retail,Older phone,59,56,3,1150.11,0,1
2025-01-13,North China,Issuer A,Retail,Watch,42,40,2,813.46,0,1
2025-01-13,North China,Issuer A,Dining,Recent phone,61,59,2,1662.19,0,1
2025-01-13,North China,Issuer A,Dining,Older phone,58,55,3,1468.65,0,1
2025-01-13,North China,Issuer A,Dining,Watch,41,39,2,1022.34,0,1
2025-01-13,North China,Issuer A,Transit,Recent phone,72,69,3,2450.43,0,1
2025-01-13,North China,Issuer A,Transit,Older phone,67,64,3,2063.14,0,1
2025-01-13,North China,Issuer A,Transit,Watch,58,56,2,1885.55,0,1
2025-01-13,North China,Issuer A,Grocery,Recent phone,76,71,5,2977.06,0,1
2025-01-13,North China,Issuer A,Grocery,Older phone,69,65,4,2560.88,0,1
2025-01-13,North China,Issuer A,Grocery,Watch,59,55,4,2215.83,0,1
2025-01-13,North China,Issuer A,Digital,Recent phone,89,86,3,3991.18,0,1
2025-01-13,North China,Issuer A,Digital,Older phone,67,65,2,3168.33,0,1
2025-01-13,North China,Issuer A,Digital,Watch,71,68,3,3150.67,0,1
2025-01-13,North China,Issuer B,Retail,Recent phone,67,66,1,1371.19,0,1
2025-01-13,North China,Issuer B,Retail,Older phone,57,56,1,1098.16,0,1
2025-01-13,North China,Issuer B,Retail,Watch,47,46,1,997.16,0,1
2025-01-13,North China,Issuer B,Dining,Recent phone,74,71,3,1925.95,0,1
2025-01-13,North China,Issuer B,Dining,Older phone,64,62,2,1556.41,0,1
2025-01-13,North China,Issuer B,Dining,Watch,46,43,3,1140.23,0,1
2025-01-13,North China,Issuer B,Transit,Recent phone,64,63,1,2066.0,0,1
2025-01-13,North China,Issuer B,Transit,Older phone,70,65,5,2202.71,0,1
2025-01-13,North China,Issuer B,Transit,Watch,50,47,3,1679.27,0,1
2025-01-13,North China,Issuer B,Grocery,Recent phone,76,73,3,3055.69,0,1
2025-01-13,North China,Issuer B,Grocery,Older phone,69,66,3,2631.85,0,1
2025-01-13,North China,Issuer B,Grocery,Watch,58,57,1,2349.34,0,1
